suite,family,adapter,instance,instance_group,planner,heuristic,variant,config,seed,repetition,timeout_s,memory_limit_mb,outcome,solved,valid,wall_time_s,cost,plan_length,makespan,sum_of_costs,expanded,generated,evaluated,peak_rss_mb,error,note,timestamp_utc,harness_version,harness_sha,python_version,platform,cpu_model,cpu_count,hostname,package_versions,schema_version
ci-weekly,classical,jupyddl,blocksworld/problem,blocksworld,bfs,,,,0,0,15.0,2048,solved,True,True,0.001008935999998073,2,2,,,2,5,0,21.41,,,2026-08-31T11:40:39+00:00,0.1.0,4e8093629b2a,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervmgx7h7,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.4.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.9.0""}",3
ci-weekly,classical,jupyddl,blocksworld/problem,blocksworld,gbfs,hff,,,0,0,15.0,2048,solved,True,True,0.0011837300000010487,2,2,,,2,5,5,21.41,,,2026-08-31T11:40:39+00:00,0.1.0,4e8093629b2a,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervmgx7h7,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.4.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.9.0""}",3
ci-weekly,classical,jupyddl,blocksworld/problem,blocksworld,astar,lmcut,,,0,0,15.0,2048,solved,True,True,0.0015385179999967136,2,2,,,2,5,5,21.41,,,2026-08-31T11:40:39+00:00,0.1.0,4e8093629b2a,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervmgx7h7,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.4.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.9.0""}",3
ci-weekly,classical,jupyddl,blocksworld/problem,blocksworld,astar,hmax,,,0,0,15.0,2048,solved,True,True,0.0012375660000003563,2,2,,,2,5,5,21.41,,,2026-08-31T11:40:40+00:00,0.1.0,4e8093629b2a,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervmgx7h7,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.4.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.9.0""}",3
ci-weekly,classical,jupyddl,pallet/problem,pallet,bfs,,,,0,0,15.0,2048,solved,True,True,0.0026240250000029164,12,12,,,124,298,0,21.41,,,2026-08-31T11:40:40+00:00,0.1.0,4e8093629b2a,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervmgx7h7,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.4.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.9.0""}",3
ci-weekly,classical,jupyddl,pallet/problem,pallet,gbfs,hff,,,0,0,15.0,2048,solved,True,True,0.0024401529999948934,12,12,,,12,33,25,21.41,,,2026-08-31T11:40:40+00:00,0.1.0,4e8093629b2a,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervmgx7h7,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.4.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.9.0""}",3
ci-weekly,classical,jupyddl,pallet/problem,pallet,astar,lmcut,,,0,0,15.0,2048,solved,True,True,0.040878728999999225,12,12,,,127,304,128,21.41,,,2026-08-31T11:40:40+00:00,0.1.0,4e8093629b2a,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervmgx7h7,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.4.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.9.0""}",3
ci-weekly,classical,jupyddl,pallet/problem,pallet,astar,hmax,,,0,0,15.0,2048,solved,True,True,0.005749477000001946,12,12,,,127,304,128,21.41,,,2026-08-31T11:40:40+00:00,0.1.0,4e8093629b2a,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervmgx7h7,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.4.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.9.0""}",3
ci-weekly,classical,jupyddl,switch/problem,switch,bfs,,,,0,0,15.0,2048,solved,True,True,0.003214862000000096,3,3,,,4,7,0,21.41,,,2026-08-31T11:40:40+00:00,0.1.0,4e8093629b2a,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervmgx7h7,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.4.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.9.0""}",3
ci-weekly,classical,jupyddl,switch/problem,switch,gbfs,hff,,,0,0,15.0,2048,solved,True,True,0.0035692140000023187,3,3,,,3,6,5,21.41,,,2026-08-31T11:40:40+00:00,0.1.0,4e8093629b2a,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervmgx7h7,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.4.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.9.0""}",3
ci-weekly,classical,jupyddl,switch/problem,switch,astar,lmcut,,,0,0,15.0,2048,solved,True,True,0.004746791999998834,3,3,,,5,10,6,21.41,,,2026-08-31T11:40:40+00:00,0.1.0,4e8093629b2a,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervmgx7h7,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.4.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.9.0""}",3
ci-weekly,classical,jupyddl,switch/problem,switch,astar,hmax,,,0,0,15.0,2048,solved,True,True,0.003697303000002705,3,3,,,5,10,6,21.41,,,2026-08-31T11:40:40+00:00,0.1.0,4e8093629b2a,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervmgx7h7,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.4.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.9.0""}",3
ci-weekly,classical,jupyddl,tsp/problem,tsp,bfs,,,,0,0,15.0,2048,solved,True,True,0.00155424199999743,15.0,5,,,18,25,0,21.41,,,2026-08-31T11:40:40+00:00,0.1.0,4e8093629b2a,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervmgx7h7,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.4.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.9.0""}",3
ci-weekly,classical,jupyddl,tsp/problem,tsp,gbfs,hff,,,0,0,15.0,2048,solved,True,True,0.0017147220000026664,15.0,5,,,5,9,10,21.41,,,2026-08-31T11:40:40+00:00,0.1.0,4e8093629b2a,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervmgx7h7,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.4.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.9.0""}",3
